상품명,쇼핑몰 상품 ID,네이버쇼핑 상품 ID,광고 계정 이름,광고 계정 ID,결과,결과 유형,결과당 비용,결과당 비용 유형,총비용,노출수,평균 CPM,클릭수,평균 CPC,클릭률(%),총 전환율(%),총 광고수익률(%)
150x150mm 표지판 영유아 거치대 위치 표시 안내판 화장실 베이비시트 유도 팻말 기저귀 갈이대 교환대 유도 표지판 공공시설 건물 상가 관리,7362355335,84906855657,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
대형 아파트 놀이터 야간 소음 방지 자제 대형 현수막 주택 단지 공공장소 금연 금주 에티켓 매너 플랜카드 cctv 녹화중 기본 열재단,7362112817,84906613139,hana1644,1872088,0,전환,0,전환당,0,12,0,0,0,0.00,0.00,0.00
표지판 400X600mm 공원용 아파트 단지 놀이터 야간소음 자제 이용수칙 표지판 공원 놀이시설 금연 금주 cctv 녹화중 소음 방지 예방 안내판,7361254494,84905754816,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
표지판 300X400mm 공원용 놀이터 안전수칙 금연 금주 표지판 공원 아파트 단지내 야간소음 방지 금지 팻말 cctv 촬영중 녹화중 표찰,7361242210,84905742532,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
500x500mm 건축물 부설 주차장 공간 표지 안내판 관리사무소 책임자 안내 팻말 표찰 건물 상가,7338431006,84882931328,hana1644,1872088,0,전환,0,전환당,261,10,26135,1,261,10.00,0.00,0.00
스티커 360X360mm 차량용 후미 추돌 방지 반사 스티커 화물차 졸음운전 예방 표지 트럭 승용차 왕눈이 잠깨우는 눈알 튜닝 반사지,7331257840,84875758162,hana1644,1872088,0,전환,0,전환당,0,17,0,0,0,0.00,0.00,0.00
표지판 주의 표지 위험 경고 수영금지 표지판 매립식 팻말 공공장소 강 호수 입수 경고 위험 말뚝 안내판 주의 표시판 형태타입 안내판(파이프없음),7324850059,84869350381,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
표지판 주의 표지 수영장 안전수칙 다이빙 금지 경고 매립식 표지판 말뚝 팻말 해수욕장 물놀이 주의 표시판 형태타입 안내판(파이프없음),7324180881,84868681199,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
스티커 주의 표지 매장 안내 사고 예방 유리 조심 안내판 충돌 깨짐 주의 손 조심 표지판 출입문 표시 카페 매장 빌딩 경고 안전 투명 리무벌 스티커,7322922726,84867423048,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 주의 표지 어업행위 낚시 금지 제한 구역 표지판 매립식 팻말 파이프 안내판 안전 주의 푯말 형태타입 안내판(파이프없음),7317530636,84862030958,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 주의 표지 수영금지 매립식 표지판 호수 강 경고 주의 표시 안전 위험 팻말 안전수칙 안내문 사각 타입 안내판(파이프 미포함),7317351326,84861851648,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 주의 표지 다이빙금지 경고 매립식 표지판 수영장 물놀이 안전수칙 주의 표시 해수욕장 위험 팻말 사각 타입 안내판(파이프 미포함),7290597014,84835097336,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 500X50mm 주의 표지 롤러 끼임주의 표지판 손을 올리지마시오 안내판 사고 예방 금지 경고문 회사 공장 산업 안전 화이트시트,7270578386,84815078708,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 출입금지 안내 옥상 출입금지 표지판 화재 대피상황 외 진입 제한 경고문 피난구 주의 팻말 푯말 사고 예방 화이트시트 F01,7237445227,84781945549,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
병원 진료 어린이집 환경구성 게시판 꾸미기 3구 A3 종이 꽂이판 병원 교회 안내문 회사 사무실 학원 공지 보드 세로형,7236395073,84780895395,hana1644,1872088,0,전환,0,전환당,899,609,1475,1,899,0.16,0.00,0.00
어린이집 환경구성 아크릴 게시판 꾸미기 3구 A3 종이꽂이 아파트 교회 공지판 보드 학원 학교 안내문 가로형,7234856505,84779356827,hana1644,1872088,0,전환,0,전환당,0,330,0,0,0,0.00,0.00,0.00
종이꽂이 A3 아크릴 게시판 2구 어린이집 유치원 환경구성 사무실 교회 알림판 공지 보드 알림판 세로형 변형타입,7234855455,84779355777,hana1644,1872088,0,전환,0,전환당,0,125,0,0,0,0.00,0.00,0.00
A3 종이 꽂이 아크릴 어린이집 학원 게시판 2구 공지사항 보드 식당 메뉴판 학원 학교 안내문 아파트 엘리베이터 세로형,7234854399,84779354721,hana1644,1872088,0,전환,0,전환당,1623,40,40577,1,1623,2.50,0.00,0.00
A3 종이꽂이 아파트 게시판 2구 아크릴 보드 어린이집 학원 알림판 엘리베이터 아파트 안내문 학교 교실 안내문 가로형,7234853579,84779353901,hana1644,1872088,0,전환,0,전환당,0,30,0,0,0,0.00,0.00,0.00
어린이집 학교 교구 게시판 1구 아크릴 A3 종이 꽂이 알림판 아파트 엘리베이터 공지 보드 인포메이션 안내문 세로형,7234852993,84779353315,hana1644,1872088,0,전환,0,전환당,0,29,0,0,0,0.00,0.00,0.00
아크릴 A3 게시판 1구 학원 학급 알림판 엘리베이터 승강기 종이 꽂이판 어린이집 안내문 공지 보드 가로형,7234852606,84779352928,hana1644,1872088,0,전환,0,전환당,1305,43,30351,2,653,4.65,0.00,0.00
300x120mm 표지판 주의 표지 도로 포트홀 균열 주의 표지판 차량 바닥 조심 장거리 운전 자동차 안전 사고 블랙아이스 예방 안내판 표찰 경고문,7228971019,84773471341,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 개인과외교습자 신고 표지판 표찰 팻말 공부방 스터디 학교 문패 표지판 학원 교습소 교육청 명패 표시 포맥스 3T,7227755407,84772255729,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
표지판 주의 표지 병원 진료 병원 엑스레이 검사 주의사항 표지판 보건소 건강검진 진료 유도 안내문 X-ray 정형외과,7213844828,84758345150,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
표지판 AED 설치위치 안내판 돌출 심장충격기 자동제세동기 표지판 심폐소생술 위치 시설 안내 팻말 구급 비상 산업 안전,7195848026,84740348348,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
600X460mm 표지판 출입금지 안내 도어사인 폐문 문잠김 경고 안내판 사용금지 출입금지 사용불가 표지판 팻말 표찰 안전 산업 경고문,7189901020,84734401342,hana1644,1872088,0,전환,0,전환당,0,12,0,0,0,0.00,0.00,0.00
500X385mm 표지판 문잠김 안내 표지판 출입문 고정 폐문 팻말 표찰 출입구 표시 사무실 공장 아파트 경고 안전 산업 사용불가,7189890334,84734390656,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
300X230mm 표지판 폐문 표지판 문 사용불가 자동문 출입문 고정문 잠김 안내판 도어사인 표찰 팻말 현관 경고 안전 지시 안내문,7189872561,84734372883,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 무인 주차장 이용 표지판 주차 요금 안내 카드전용 유의사항 차량 서행 천천히 팻말 관리사무소 건물 상가,7189238029,84733738351,hana1644,1872088,0,전환,0,전환당,0,12,0,0,0,0.00,0.00,0.00
표지판 주의 표지 공중 화장실 이용수칙 표지판 소변기 사용 안내문 주의사항 세면대 예절 공공장소 안내판 카페 식당 팻말,7184062038,84728562360,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
300x120mm 표지판 주의 표지 바닥 조심 도로 건축물 구조물 콘크리트 균열주의 표지판 틈새 위험 경고 안내판 차량 사고 예방 표찰,7181798654,84726298976,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
300x120mm 표지판 주의 표지 틈새 끼임 주의 표지판 바닥 벽 공사장 균열 위험 경고문 표찰 사고 예방 산업 안전 팻말 표찰 안전,7175433326,84719933648,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
스티커 야광 방화문 문 손잡이 당기시오 화재 대비 비상구 피난 위치 유도 표지 소방 안전 관리 축광 스티커,7150328557,84694828879,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
200x200mm 표지판 주의 표지 병원 진료 소변금지 오줌금지 cctv촬영중 표지판 건물 주택 상가 병원 노상방뇨 경고 팻말 녹화중 주의 안내 경고문 공공시설,7148936855,84693437177,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
표지판 주의 표지 펜션 물놀이 주의사항 표지판 워터슬라이드 탑승 자세 안내판 수영장 풀장 안전수칙 안내 경고문 사고 예방,7144244760,84688745082,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
안전관리현황판 공사장 건설현장 시공 현황 안내판 안전교육 점검 보고 표시 인원관리 보드,7142862612,84687362934,hana1644,1872088,0,전환,0,전환당,0,27,0,0,0,0.00,0.00,0.00
200X130mm 표지판 주의 표지 미끄럼주의 미끄럼방지 표지판 팻말 확장 뛰지마시오 계단 바닥 조심 넘어짐 경고 안전 안내판 실사출력,7123389057,84667889379,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 병원 진료 병원 의료 건강검진 대상 순서 안내판 보건소 검사 접수 수납 유도 검진주기 표지판 팻말 푯말,7122779362,84667279684,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
300x400mm 표지판 캠핑 야영 금지 백패킹 안내판 차박 취사행위 텐트 경고문 표지판 계곡 해수욕장 노지 과태료 부과,7117913004,84662413326,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
270x120mm 표지판 EXIT 비상구 유도 표지판 소화기 소화전 표시판 돌출 안내판 피난구 비상계단 위치 표시판 통로 팻말,7113499221,84657999543,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
표지판 300X200mm 내진설계건축물 도로명 표지판 건축사 확인대상 스텐 현판 명판 건물 관리 구조기술사 건축허가,7089997458,84634497780,hana1644,1872088,0,전환,0,전환당,595,19,31301,1,595,5.26,0.00,0.00
표지판150X60mm 주의 표지 도로 장애물주의 위험 표지판 넘어짐 경고 팻말 푯말 산업안전 바닥 부딪힘 조심 안내판 사고 예방 표시판 직사각형,7058060215,84602560537,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 1200X300mm 출입금지 안내 승용차 전용 주차구역 탑차 출입금지 높이제한 안내 진입금지 표지판 주의 도로 교통 안전 규제 표시 제한 전용구역,7054331702,84598832024,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
표지판 600X200mm 차량 높이제한 표지판 자동차 탑차 출입 진입 금지 안내판 승용차 전용구역 팻말 주차장 푯말,7054324986,84598825308,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 150X60mm 주의 표지 매달리지마세요 표지판 난간 매달리지마시오 위험 경고 사고예방 넘어짐 주의 금지 안내판 팻말 안전 표지판 직사각형,7049361033,84593861355,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
표지판 150X60 주의 표지 개조심 건들지마세요 표지판 맹견 투견 주의 사나운개 물어요 조심하세요 안내판 접근금지 경고문 직사각형,7032881312,84577381634,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
표지판 고객전용 주차장 표지판 상가 이용 지정구역 외부차량 출입 주차 금지 안내판 경고 견인조치 안내 팻말,7028524776,84573025098,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
표지판 주의 표지 이중주차 금지 안내 표지판 주차장 차량 견인조치 경고불법 주정차 주의사항 팻말 관리사무소 푯말,6995144155,84539644477,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 화장실 위치 안내 표지판 상가 건물 내 유도 방향 이정표 오른쪽 왼쪽 표시판 공용 에티켓 팻말 푯말 알림 안내도,6989451670,84533951992,hana1644,1872088,0,전환,0,전환당,256,5,51278,1,256,20.00,0.00,0.00
표지판 주의 표지 병원 진료 화상 주의 위험 표지판 주방 급식소 병원 음식점 아르바이트 안전 방지 보호 안내판 뜨거움 경고 손 조심 접촉금지 팻말 안내문 화이트시트,6985564375,84530064697,hana1644,1872088,0,전환,0,전환당,0,33,0,0,0,0.00,0.00,0.00
자동 세차기 안내 현수막 세차장 안전거리 확보 플랜카드 차량 중립기어 브레이크 기본 열재단,6985434681,84529935003,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
표지판 방문객 표지판 아파트 단지내 출입문 현관 초인종 출입문 불법주차 용무시 벨 눌러주세요 문패 안내판 화이트시트 세로형,6984740748,84529241070,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 세차장 영업시간 안내 표지판 주유소 점심시간 잠시만 기다려주세요 알림판 차량 화이트시트,6973673558,84518173880,hana1644,1872088,0,전환,0,전환당,0,13,0,0,0,0.00,0.00,0.00
표지판 주유소 세차장 셀프 표지판 차량 자동차 물기제거 팻말 차량 서행 자동 세차기 SELF 안내판 화이트시트,6973352456,84517852778,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 주의 표지 주유소 요금 안내판 세차장 가격표 안내 표지판 자동차 차량 안내문 주의사항 팻말 화이트시트,6973073417,84517573739,hana1644,1872088,0,전환,0,전환당,0,8,0,0,0,0.00,0.00,0.00
표지판 주의 표지 주유소 세차장 경고 표지판 자동 세차 주의사항 표시판 차량 자동차 작동금지 안내판 화이트시트,6970066067,84514566389,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
주의 표지 세차장 물기제거중 안내판 주유소 경고 주의 안내문 기다려주세요 자동 세차기 팻말 화이트시트,6969845716,84514346038,hana1644,1872088,0,전환,0,전환당,0,8,0,0,0,0.00,0.00,0.00
표지판 화장실 레버 표지판 변기 길게 눌러주세요 안내판 물내림 팻말 공공장소 에티켓 매너,6969739285,84514239607,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 주의 표지 경고 화장실 이용 표지판 물티슈 사용금지 변기막힘 주의 경고 안내판,6969239081,84513739403,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
표지판 후면 확인 알림 표지판 화단 잔디 보호 팻말 주차장 전용구역 표시 안내판,6965861822,84510362144,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
대형 외부차량 주차금지 전기차 충전 전용 구역 대형 현수막 아파트 관리사무소 전기자동차 충전소 플랜카드 기본 열재단,6965666384,84510166706,hana1644,1872088,0,전환,0,전환당,528,3,175890,1,528,33.33,0.00,0.00
표지판 150X60mm 주의 표지 공원용 음용 불가 금지 안내판 경고 주의 마시지마세요 공원 약수터 표찰 위험 마시지마시오 표지판 경고문 팻말 푯말,6961283583,84505783905,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
120x165mm 표지판 키오스크 무인결제 표지판 식당 카페 테이블 셀프계산대 이용 안내판 독서실 마트 카운터 팻말 안내문 화이트시트,6944446879,84488947201,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
매장 출입구 비상구 유도 바닥 미끄럼방지 스티커 500x500mm,6933711703,84478212025,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
주의 표지 디테일링 세차 주의사항 Y 실내 실외 물통 거치대 배너 셀프 고압 헹굼 경고 안내 겨울 스노우폼 엔진룸 출력물단품,6929315255,84473815577,hana1644,1872088,0,전환,0,전환당,0,7,0,0,0,0.00,0.00,0.00
주의 표지 주유소 세차장 Y 배너 버블워시 세차 실내 실외 물통 거치대 차량 이용요금 주의사항 안내 출력물단품,6918322982,84462823304,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
주의 표지 세차기 위치 세차장 Y 배너 주의사항 안내 주유소 휘발유 경유 이용요금 주의사항 실내 실외 거치대 차량 방향유도 출력물단품,6914263709,84458764031,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
표지판 식당 음식 환경부담금 표지판 뷔페 카페 무한리필 경고 팻말 알림판,6910696290,84455196612,hana1644,1872088,0,전환,0,전환당,0,146,0,0,0,0.00,0.00,0.00
표지판 독서실 에티켓 핸드폰 휴대폰 무음 진동 표지판 공공장소 매너 팻말 조용히 해주세요 안내 절대정숙 포맥스 3T,6906194603,84450694925,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 원산지 표시판 식당 가게 메뉴 표지판 A3 화이트보드 안내판 음식점 주방 보드판 포맥스,6877933440,84422433762,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 도로명 주소 안내판 우리집 주소판 건물번호판 빌라 주택 아파트 신주소 표지판,6853977039,84398477361,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 옥내 소화전 사용법 표지판 소방 안전 소화전함 호스함 사용방법 화재 방지 유도 표지,6849032831,84393533153,hana1644,1872088,0,전환,0,전환당,0,15,0,0,0,0.00,0.00,0.00
표지판 출입금지 안내 공원용 화단보호 표지판 텃밭 팻말 잔디 전면주차 공원 정원 수목 출입금지 매립식 파이프 안내판 푯말 형태타입 안내판 파이프 없음,6807767391,84352267713,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 주의 표지 출입 통제 금지 표지판 자전거 오토바이 통행금지 팻말 매립식 경고 주의 푯말 안내판 형태타입 안내판(파이프없음),6807312962,84351813284,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
표지판 주의 표지 추락 방지 주의 안내판 옥상 접근금지 경고 주의 팻말 매립식 표지판 아파트 건물 올라가지마시오 위험 형태타입 안내판(파이프없음),6807246412,84351746734,hana1644,1872088,0,전환,0,전환당,0,7,0,0,0,0.00,0.00,0.00
표지판 주의 표지 차량 주차금지 표지판 경고 매립식 팻말 주차 위반 단속 구역 안내판 차량 경고장 주의 팻말 형태타입 안내판(파이프없음),6807195641,84351695963,hana1644,1872088,0,전환,0,전환당,0,7,0,0,0,0.00,0.00,0.00
표지판 매립 화단 잔디 보호 안내판 전면주차 표지판 아파트 주차장 팻말 형태타입 안내판(파이프없음),6804459406,84348959728,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 출입금지 안내 오토바이 지상 출입금지 매립식 표지판 아파트 보행자 안전 바이크 진입금지 안내판 형태타입 안내판,6804357259,84348857581,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 출입금지 안내 공원용 공원 반려견 출입금지 진입금지 매립식 표지판 반려동물 목줄착용 산책 에티켓 팻말 아파트 공원 형태타입 안내판(파이프없음),6804051271,84348551593,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
표지판 주의 표지 미끄럼주의 바닥 계단 조심 매립 표지판 빙판길 천천히 팻말 넘어짐주의 안내판 형태타입 안내판(파이프없음),6803900309,84348400631,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
표지판 아파트 관리사무소 위치 표시판 경비실 매립식 표지판 팻말 상가 건물 관리실 형태타입 안내판(파이프없음),6799094363,84343594685,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
표지판 부동산 토지매매 매립식 표지판 상가 가게 위치 매도 표시 말뚝안내판 팻말 형태타입 안내판(파이프없음),6798968562,84343468884,hana1644,1872088,0,전환,0,전환당,0,731,0,0,0,0.00,0.00,0.00
표지판 주차 정차 금지 말뚝안내판 차량 단속 아파트 주차장 진입금지 표지판 매립 규제 경고 팻말 사각 타입 안내판(파이프 미포함),6794705958,84339206280,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
표지판 출입금지 안내 반려견 출입금지 말뚝 안내판 강아지 고양이 문패 진입금지 노펫존 표지판 매립 사각 타입 안내판(파이프 미포함),6793980188,84338480510,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
표지판 주의 표지 미끄럼주의 위험 표지판 매립식 팻말 바닥 조심 주의 파이프 푯말 경고 안내 문구 사각 타입 안내판(파이프 미포함),6791498327,84335998649,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
표지판 출입금지 안내 경작금지 표지판 개인사유지 무단경작 경고 팻말 외부인 출입금지 매립식 사각 타입 안내판(파이프 미포함),6791387428,84335887750,hana1644,1872088,0,전환,0,전환당,0,9,0,0,0,0.00,0.00,0.00
공원용 현수막 신발을 벗고 들어오세요 협조 안내 사무실 카페 공원 아파트 어린이집 놀이터 기본 열재단,6739791951,84284292273,hana1644,1872088,0,전환,0,전환당,55,4,13750,1,55,25.00,0.00,0.00
화장실 돌출 현판 아크릴 간판 가게 회사 카페 문패 사무실 팻말 카페 세탁소 부서 명판 아크릴 타입 화이트,6735802362,84280302684,hana1644,1872088,0,전환,0,전환당,0,15,0,0,0,0.00,0.00,0.00
표지판 셀프코너 안내판 식당 물 반찬 이용 알림 표지판 음식 남기지마세요 self 위치유도 표시판 포맥스 3T 사각타입 01,6725318000,84269818322,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
동호회 현수막 등산회 산악회 모임 플랜카드 현수막 회사 워크샵 야유회 여행 조기축구 캠핑 동아리 기본 열재단,6708121674,84252621996,hana1644,1872088,0,전환,0,전환당,0,12,0,0,0,0.00,0.00,0.00
스티커 장기 방치 자전거 스티커 배분 폐기 처분 안내 표시 현수막 아파트 경비실 관리 경고문 플랜카드 기본 열재단,6667617406,84212117728,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
표지판 주의 표지 층간 생활 소음 자제 방지 표지판 아파트 매너 조용히 해주세요 주의 경고문 대화 휴대폰 라디오 소음 낮춰주세요 안내판,6667420206,84211920528,hana1644,1872088,0,전환,0,전환당,0,6,0,0,0,0.00,0.00,0.00
표지판 300X200mm 방문차량 인터폰 눌러주세요 표지판 아파트 관리사무소 주차증 우회 안내판 출입전 호출벨 사용 표시,6663470035,84207970357,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
아파트 자전거 주차 스티커 빌딩 오피스텔 건물 실명제 주차증 화이트강접시트_가로 2000매,6611217175,84155717497,hana1644,1872088,0,전환,0,전환당,0,7,0,0,0,0.00,0.00,0.00
자전거 스티커 주차증 아파트 관리사무소 실명제 도난 방지 빌딩 유포지_가로 2000매,6611207977,84155708299,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
건물 아파트 주차증 자전거 실명제 스티커 아파트 건물 관리 도난 방지 관리사무소 화이트강접시트_확장 2000매,6611194762,84155695172,hana1644,1872088,0,전환,0,전환당,0,30,0,0,0,0.00,0.00,0.00
관리사무소 아파트 자전거 스티커 주차장 실명제 오피스텔 빌딩 건물 관리 도난 방지 유포지_확장 2000매,6611170010,84155670332,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
이륜차 주차 실명제 도난 방지 아파트 자전거 스티커 주차증 관리사무소 화이트강접시트_형태 2000매,6611119396,84155619718,hana1644,1872088,0,전환,0,전환당,710,85,8355,1,710,1.18,0.00,0.00
자전거 실명제 스티커 아파트 관리사무소 관리 오토바이 바이크 주차증 건물 빌딩 유포지_형태 2000매,6611112274,84155612596,hana1644,1872088,0,전환,0,전환당,1463,8,182923,1,1463,12.50,0.00,0.00
건물 관리 아파트 자전거 실명제 스티커 오피스텔 주차장 관리사무소 화이트강접시트_원형 2000매,6611100157,84155600479,hana1644,1872088,0,전환,0,전환당,0,11,0,0,0,0.00,0.00,0.00
표지판 소화기 위치 표지판 L자형 화살표 돌출 안내판 소방 안전유도 배치 표시판,6592875870,84137376192,hana1644,1872088,0,전환,0,전환당,0,5,0,0,0,0.00,0.00,0.00
소형 A형 입간판 강습 안내 A형 간판 자유 수영 교실 어린이 유도 표시 입간판 소형 노랑 무지,6581342304,84125842626,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
소형 A형 입간판 엘리베이터 점검중 탑승 금지 A형 간판 승강기 수리중 계단 이용 안내 표지판 아파트 건물 소형 노랑 무지,6576249521,84120749854,hana1644,1872088,0,전환,0,전환당,0,8,0,0,0,0.00,0.00,0.00
소형 A형 입간판 주유소 세차 종료 A형 입간판 세차장 안내 접이식 간판 PE 영업시간 안내 알림판 소형 노랑 무지,6575687970,84120188303,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
소형 A형 입간판 승강기 수리중 점검중 A형 표지판 엘리베이터 AS요청 탑승 금지 경고 입간판 계단 이용 소형 노랑 무지,6575520149,84120020482,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 수리중 A형 입간판 고장 영업 중단 간판 진입 출입 금지 표지판 소형 노랑 무지,6572209062,84116709395,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 영업중 간판 가게 음식점 오픈 안내 A형 입간판 카페 식당 영업시간 소형 노랑 무지,6572075584,84116575917,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
소형 A형 입간판 세차장 주유소 세차중 표지판 A형 간판 접이식 입간판 진입 금지 불가 경고 소형 노랑 무지,6572028008,84116528341,hana1644,1872088,0,전환,0,전환당,0,4,0,0,0,0.00,0.00,0.00
소형 A형 입간판 병원 진료 약국 위치 유도 A형 입간판 PE 표지판 건물 상가 가게 병원 입구 안내 소형 노랑 무지,6567673927,84112174260,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
소형 A형 입간판 매장 안내 금일휴업 표지판 식당 업소 정기 휴무 A형 입간판 매장 영업시간 안내판 카페 소형 노랑 무지,6563054818,84107555151,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 금일휴업 카페 A형 입간판 가게 정기 휴일 휴무 표지판 식당 간판 PE 소형 노랑 무지,6562997347,84107497680,hana1644,1872088,0,전환,0,전환당,0,2,0,0,0,0.00,0.00,0.00
소형 A형 입간판 촬영중 안내 A형 입간판 출입 진입 금지 드라마 영화 제작 협조 안내문 소형 노랑 무지,6562782756,84107283089,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 신발 벗고 들어오세요 A형 간판 카페 식당 현관 표지판 신발장 사무실 정리 소형 노랑 무지,6550704514,84095204847,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
소형 A형 입간판 출입금지 안내 접근금지 A형 표지판 cctv 촬영중 녹화중 가족외 개인 주택 출입금지 소형 노랑 무지,6532906278,84077406611,hana1644,1872088,0,전환,0,전환당,0,3,0,0,0,0.00,0.00,0.00
소형 A형 입간판 실내 절대 정숙 표지판 A형 도서관 독서실 쉿 조용히 해주세요 입간판 공공장소 매너 소형 노랑 무지,6521005441,84065505774,hana1644,1872088,0,전환,0,전환당,0,1,0,0,0,0.00,0.00,0.00
